1	0.0000000	0.00000
2	0.0963313	944.657
3	0.0959032	1126.14
4	0.0958661	1043.12
5	0.0945182	1121.48
6	0.0941595	839.002
7	0.0913963	864.367
8	0.0912626	898.506
9	0.0941629	860.211
10	0.0957693	1012.85
11	0.0957770	1148.50
12	0.0934387	1327.07
13	0.0957168	867.142
14	0.0929451	796.169
15	0.0524405	1716.23
16	0.0954108	1048.10
17	0.0955136	848.047
18	0.0944465	889.393
19	0.0958362	1273.01
20	0.0957301	1117.73
21	0.0938437	895.105
22	0.0944156	751.995
23	0.0957604	992.059
24	0.0958719	1022.20
25	0.0959189	1094.68
26	0.0953864	1216.11
27	0.0958956	855.097
28	0.0935204	1261.76
29	0.0916811	1210.72
30	0.0958472	1064.19
31	0.0955921	910.117
32	0.0958599	991.029
33	0.0956802	867.473
34	0.0958866	1032.47
35	0.0957787	1106.72
36	0.0958031	1116.87
37	0.0958555	1304.05
38	0.0956823	1410.92
39	0.0957687	1628.93
40	0.0932771	889.821
41	0.0956305	1035.23
42	0.0953198	912.717
43	0.095787	490.672
44	0.0479537	1626.57
45	0.0958993	959.34
46	0.0955784	1276.44
47	0.095318	1196
48	0.0955917	972.888
49	0.0954500	1005.76
50	0.0958707	1074.36
51	0.0957877	1158.81
52	0.0957896	1440.66
53	0.0953463	1080.27
54	0.0955271	1067.76
55	0.0954752	1005.5
56	0.0958201	928.824
57	0.0957100	888.1
58	0.0427998	2570.1
59	0.0955300	1371.3
60	0.0958256	980.949
61	0.0940964	1094.62
62	0.0953188	1164.51
63	0.0942437	891.306
64	0.0957739	1618.4
65	0.0956241	1422.24
66	0.0919678	826.376
67	0.0956589	1327.63
68	0.0953276	1059.5
69	0.0954494	1068.63
70	0.0955996	1255.23
71	0.0953182	1133.05
72	0.0952608	1154.72
73	0.0941769	1284.82
74	0.0955975	1171.58
75	0.0922806	1213.69
76	0.0957656	1138.2
77	0.095324	1426.71
78	0.0938334	1811.72
79	0.0944379	730.639
80	0.0948588	864.443
81	0.0943079	784.664
82	0.0948571	748.494
83	0.0921157	738.202
84	0.0954915	911.076
85	0.0936548	843.523
86	0.095631	826.092
87	0.092065	944.984
88	0.095255	1081.31
89	0.0958100	615.802
90	0.0509985	2411.84
91	0.0953442	713.206
92	0.0519208	1328.95
93	0.095524	659.52
94	0.0929919	881.798
95	0.0940489	712.396
96	0.0950233	757.709
97	0.0952791	860.629
